fps_id,fps_name,district,district_code,state,year,month,month_name,scraped_at_utc,total_etransactions,aadhaar_authenticated,other_mode_authenticated,non_authenticated,aadhaar_authenticated_pct,phh_regular_txn,phh_intra_state_txn,phh_inter_state_txn,phh_total_txn,aay_regular_txn,aay_intra_state_txn,aay_inter_state_txn,aay_total_txn,phh_regular_ration_card,phh_intra_state_ration_card,phh_inter_state_ration_card,phh_total_ration_card,aay_regular_ration_card,aay_intra_state_ration_card,aay_inter_state_ration_card,aay_total_ration_card,wheat_regular_kg,wheat_intra_state_kg,wheat_inter_state_kg,wheat_total_kg,rice_regular_kg,rice_intra_state_kg,rice_inter_state_kg,rice_total_kg,fortified_rice_regular_kg,fortified_rice_intra_state_kg,fortified_rice_inter_state_kg,fortified_rice_total_kg,coarse_grains_regular_kg,coarse_grains_intra_state_kg,coarse_grains_inter_state_kg,coarse_grains_total_kg,barley_regular_kg,barley_intra_state_kg,barley_inter_state_kg,barley_total_kg,bajra_regular_kg,bajra_intra_state_kg,bajra_inter_state_kg,bajra_total_kg,maize_regular_kg,maize_intra_state_kg,maize_inter_state_kg,maize_total_kg,jowar_regular_kg,jowar_intra_state_kg,jowar_inter_state_kg,jowar_total_kg,ragi_regular_kg,ragi_intra_state_kg,ragi_inter_state_kg,ragi_total_kg,kodo_regular_kg,kodo_intra_state_kg,kodo_inter_state_kg,kodo_total_kg,all_commodities_regular_kg,all_commodities_intra_state_kg,all_commodities_inter_state_kg,all_commodities_total_kg,quality_flags
158500100055,SANGEETA S PRABHU-80 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:30+00:00,108,108,0,0,100.0,91,3,9,103,5,0,0,5,91,3,9,103,5,0,0,5,0,0,0,0.0,1865,45,185,2095.0,1.865,0.045,0.185,2.095,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1865,45,185,2095.0,
158500100056,KASHINATH S SAWAL-61 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:30+00:00,198,198,0,0,100.0,172,2,23,197,0,0,1,1,172,2,23,197,0,0,1,1,0,0,0,0.0,3265,35,447,3747.0,3.265,0.035,0.447,3.747,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3265,35,447,3747.0,
158500100317,RAMTIRTH NAGVEKAR-29 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:31+00:00,224,224,0,0,100.0,191,4,6,201,20,0,3,23,182,3,6,191,20,0,3,23,0,0,0,0.0,4000,45,231,4276.0,4,0.045,0.231,4.276,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4000,45,231,4276.0,
158500100318,VITHAL C THALI-4 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:31+00:00,291,291,0,0,100.0,267,5,7,279,11,0,1,12,267,5,7,279,11,0,1,12,0,0,0,0.0,5775,70,185,6030.0,5.775,0.07,0.185,6.03,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5775,70,185,6030.0,
158500100319,DHARMA G TAMANKAR-52 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:32+00:00,192,192,0,0,100.0,158,8,9,175,16,0,1,17,158,8,9,175,16,0,1,17,0,0,0,0.0,3250,135,178,3563.0,3.25,0.135,0.178,3.563,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3250,135,178,3563.0,
158500100320,SHRIKANT U NAIK-50 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:32+00:00,289,289,0,0,100.0,262,4,0,266,23,0,0,23,262,4,0,266,23,0,0,23,0,0,0,0.0,5505,55,0,5560.0,5.505,0.055,0,5.56,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5505,55,0,5560.0,
158500100321,BASTORA UCASAIM STY-17 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:32+00:00,573,573,0,0,100.0,520,3,5,528,45,0,0,45,520,3,5,528,45,0,0,45,0,0,0,0.0,11095,30,90,11215.0,11.095,0.03,0.09,11.215,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,11095,30,90,11215.0,
158500100323,REGINALD B LOBO-107 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:33+00:00,105,105,0,0,100.0,98,2,2,102,2,0,1,3,98,2,2,102,2,0,1,3,0,0,0,0.0,2140,40,60,2240.0,2.14,0.04,0.06,2.24,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2140,40,60,2240.0,
158500100324,PRATIMA N VARKHANDKAR-113 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:33+00:00,208,208,0,0,100.0,207,1,0,208,0,0,0,0,205,1,0,206,0,0,0,0,0,0,0,0.0,3510,5,0,3515.0,3.51,0.005,0,3.515,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3510,5,0,3515.0,
158500100325,ANAND D KAMAT-48 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:34+00:00,92,92,0,0,100.0,78,2,0,80,12,0,0,12,78,2,0,80,12,0,0,12,0,0,0,0.0,1875,55,0,1930.0,1.875,0.055,0,1.93,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1875,55,0,1930.0,
158500100326,SHRI SOMNATH V HALARNKAR,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:34+00:00,212,212,0,0,100.0,207,0,0,207,5,0,0,5,206,0,0,206,5,0,0,5,0,0,0,0.0,3870,0,0,3870.0,3.87,0,0,3.87,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3870,0,0,3870.0,
158500100327,VISHWANATH VOLVAIKAR-69 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:35+00:00,30,30,0,0,100.0,30,0,0,30,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0.0,685,0,0,685.0,0.685,0,0,0.685,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,685,0,0,685.0,
158500100328,AMIT CHODANKAR-112 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:35+00:00,162,162,0,0,100.0,61,97,0,158,1,3,0,4,61,97,0,158,1,3,0,4,0,0,0,0.0,1115,1875,0,2990.0,1.115,1.875,0,2.99,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1115,1875,0,2990.0,
158500100329,N.D.KAMBLI-71 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:36+00:00,240,240,0,0,100.0,226,0,0,226,14,0,0,14,226,0,0,226,14,0,0,14,0,0,0,0.0,4510,0,0,4510.0,4.51,0,0,4.51,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4510,0,0,4510.0,
158500100330,AGNELO LOBO-78 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:36+00:00,211,211,0,0,100.0,194,1,1,196,15,0,0,15,194,1,1,196,15,0,0,15,0,0,0,0.0,4465,15,20,4500.0,4.465,0.015,0.02,4.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4465,15,20,4500.0,
158500100331,SHAILA B VAIGANKAR-72 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:37+00:00,22,22,0,0,100.0,5,11,0,16,6,0,0,6,5,11,0,16,6,0,0,6,0,0,0,0.0,320,185,0,505.0,0.32,0.185,0,0.505,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,320,185,0,505.0,
158500100333,Shaliesh S. Mahambrey -93 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:37+00:00,111,111,0,0,100.0,40,0,52,92,2,0,17,19,40,0,52,92,2,0,17,19,0,0,0,0.0,825,0,1530,2355.0,0.825,0,1.53,2.355,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,825,0,1530,2355.0,
158500100334,NETAJI R DHARGALKAR-97 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:37+00:00,153,153,0,0,100.0,147,0,0,147,6,0,0,6,147,0,0,147,6,0,0,6,0,0,0,0.0,3015,0,0,3015.0,3.015,0,0,3.015,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3015,0,0,3015.0,
158500100335,S.V MALIK-92 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:38+00:00,62,62,0,0,100.0,59,0,0,59,3,0,0,3,59,0,0,59,3,0,0,3,0,0,0,0.0,1155,0,0,1155.0,1.155,0,0,1.155,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1155,0,0,1155.0,
158500100336,THE REVORA NADORA VKKS STY LTD-60 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:38+00:00,426,426,0,0,100.0,367,0,0,367,59,0,0,59,367,0,0,367,59,0,0,59,0,0,0,0.0,8475,0,0,8475.0,8.475,0,0,8.475,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8475,0,0,8475.0,
158500100337,SAKHARAM S FALARI-9 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:39+00:00,59,59,0,0,100.0,51,2,0,53,6,0,0,6,51,2,0,53,6,0,0,6,0,0,0,0.0,1115,25,0,1140.0,1.115,0.025,0,1.14,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1115,25,0,1140.0,
158500100338,SITABAI R NAIK-41 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:39+00:00,281,281,0,0,100.0,278,1,0,279,2,0,0,2,278,1,0,279,2,0,0,2,0,0,0,0.0,4990,20,0,5010.0,4.99,0.02,0,5.01,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4990,20,0,5010.0,
158500100339,AMIR SUDAN SHETYE-106 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:40+00:00,65,65,0,0,100.0,56,0,0,56,9,0,0,9,56,0,0,56,9,0,0,9,0,0,0,0.0,1644,0,0,1644.0,1.644,0,0,1.644,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1644,0,0,1644.0,
158500100340,BHIKU Y VAIGANKAR-44 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:40+00:00,187,187,0,0,100.0,123,0,2,125,62,0,0,62,123,0,2,125,62,0,0,62,0,0,0,0.0,4550,0,55,4605.0,4.55,0,0.055,4.605,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4550,0,55,4605.0,
158500100341,ANAND B BHAIDKAR-7 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:40+00:00,361,361,0,0,100.0,355,1,2,358,3,0,0,3,355,1,2,358,3,0,0,3,0,0,0,0.0,7225,10,50,7285.0,7.225,0.01,0.05,7.285,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7225,10,50,7285.0,
158500100342,Jeixri Shyam Naik -21 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:41+00:00,616,616,0,0,100.0,593,13,4,610,6,0,0,6,593,13,4,610,6,0,0,6,0,0,0,0.0,11060,215,50,11325.0,11.06,0.215,0.05,11.325,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,11060,215,50,11325.0,
158500100343,SMT. C. SIMEPURUSHKAR-65 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:41+00:00,18,18,0,0,100.0,17,0,0,17,1,0,0,1,17,0,0,17,1,0,0,1,0,0,0,0.0,350,0,0,350.0,0.35,0,0,0.35,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,350,0,0,350.0,
158500100344,FONDU U SHIRODKAR-98 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:42+00:00,147,147,0,0,100.0,137,1,0,138,9,0,0,9,137,1,0,138,9,0,0,9,0,0,0,0.0,2660,15,0,2675.0,2.66,0.015,0,2.675,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2660,15,0,2675.0,
158500100345,DARIN JULIAN LOBO-18 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:42+00:00,372,372,0,0,100.0,263,8,14,285,84,0,3,87,263,8,14,285,84,0,3,87,0,0,0,0.0,7690,165,355,8210.0,7.69,0.165,0.355,8.21,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7690,165,355,8210.0,
158500100348,ANNA CHRISTINA ALVARES-118 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:42+00:00,224,224,0,0,100.0,148,8,18,174,48,0,2,50,148,8,18,174,48,0,2,50,0,0,0,0.0,4545,170,425,5140.0,4.545,0.17,0.425,5.14,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4545,170,425,5140.0,
158500100349,PRACHI PREMNATH MAULINGCAR-55 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:43+00:00,380,380,0,0,100.0,374,1,0,375,5,0,0,5,374,1,0,375,5,0,0,5,0,0,0,0.0,7480,10,0,7490.0,7.48,0.01,0,7.49,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7480,10,0,7490.0,
158500100351,PRANAY S. NAIK KALANGUTKAR  - 84 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:43+00:00,240,240,0,0,100.0,212,6,15,233,6,0,1,7,212,6,15,233,6,0,1,7,0,0,0,0.0,4145,75,335,4555.0,4.145,0.075,0.335,4.555,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4145,75,335,4555.0,
158500100352,ZICO J. SEQUEIRA- 36 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:44+00:00,110,110,0,0,100.0,94,0,14,108,0,0,2,2,94,0,14,108,0,0,2,2,0,0,0,0.0,1525,0,303,1828.0,1.525,0,0.303,1.828,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1525,0,303,1828.0,
158500100356,APARNA V. KAMBLI - 68 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:44+00:00,98,98,0,0,100.0,98,0,0,98,0,0,0,0,98,0,0,98,0,0,0,0,0,0,0,0.0,1835,0,0,1835.0,1.835,0,0,1.835,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1835,0,0,1835.0,
158500100357,KISHORI D. SHINDE FPS-10,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:45+00:00,222,222,0,0,100.0,160,3,34,197,18,0,7,25,160,3,34,197,18,0,7,25,0,0,0,0.0,3515,50,990,4555.0,3.515,0.05,0.99,4.555,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3515,50,990,4555.0,
158500100369,PANKAJ N. DHARGALKAR-119 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:45+00:00,124,124,0,0,100.0,109,4,9,122,0,0,2,2,109,4,9,122,0,0,2,2,0,0,0,0.0,2195,110,245,2550.0,2.195,0.11,0.245,2.55,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2195,110,245,2550.0,
158500100370,SULOCHANA KALANGUTKAR-120 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:45+00:00,153,153,0,0,100.0,142,1,0,143,10,0,0,10,142,1,0,143,10,0,0,10,0,0,0,0.0,3070,20,0,3090.0,3.07,0.02,0,3.09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3070,20,0,3090.0,
158500100371,SNEHAL NARAYAN SALGAONKAR,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:46+00:00,210,210,0,0,100.0,204,2,1,207,2,0,1,3,204,2,1,207,2,0,1,3,0,0,0,0.0,4005,30,55,4090.0,4.005,0.03,0.055,4.09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4005,30,55,4090.0,
158500200002,PURSHOTTAM C NAIK-5 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:46+00:00,123,123,0,0,100.0,95,0,0,95,28,0,0,28,95,0,0,95,28,0,0,28,0,0,0,0.0,2620,0,0,2620.0,2.62,0,0,2.62,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2620,0,0,2620.0,
158500200003,MULGAO SHIRGAO ADVALPAL V.K.S.S.SOCIETY LTD-6 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:47+00:00,311,311,0,0,100.0,263,8,11,282,29,0,0,29,263,8,11,282,29,0,0,29,0,0,0,0.0,5605,110,240,5955.0,5.605,0.11,0.24,5.955,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5605,110,240,5955.0,
158500200004,PILIGAO V.K.S.STY LTD-12 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:47+00:00,302,302,0,0,100.0,285,1,5,291,10,0,1,11,285,1,5,291,10,0,1,11,0,0,0,0.0,5070,25,117,5212.0,5.07,0.025,0.117,5.212,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5070,25,117,5212.0,
158500200005,BICHOLIM VKSS SOCIETY LTD-8 & 11 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:48+00:00,296,296,0,0,100.0,187,3,14,204,89,0,3,92,187,3,14,204,89,0,3,92,0,0,0,0.0,6344,80,344,6768.0,6.344,0.08,0.344,6.768,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6344,80,344,6768.0,
158500200006,BICHOLIM VKSS SOC LTD-9 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:48+00:00,112,112,0,0,100.0,61,3,5,69,42,1,0,43,61,3,5,69,42,1,0,43,0,0,0,0.0,2590,70,105,2765.0,2.59,0.07,0.105,2.765,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2590,70,105,2765.0,
158500200007,KALYAN CONSUMERS CO-OPERATIVE SOCIETY LTD-10 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:49+00:00,164,164,0,0,100.0,103,0,6,109,55,0,0,55,103,0,6,109,55,0,0,55,0,0,0,0.0,3510,0,110,3620.0,3.51,0,0.11,3.62,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3510,0,110,3620.0,
158500200009,KARAPUR SARVAN V K STY-16 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:49+00:00,390,390,0,0,100.0,369,2,11,382,5,0,3,8,369,2,11,382,5,0,3,8,0,0,0,0.0,6930,30,315,7275.0,6.93,0.03,0.315,7.275,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6930,30,315,7275.0,
158500200010,MAHARASTRA V.K.S SOCIETY LTD-17 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:50+00:00,329,329,0,0,100.0,234,35,48,317,5,0,7,12,234,35,48,317,5,0,7,12,0,0,0,0.0,4480,525,1114,6119.0,4.48,0.525,1.114,6.119,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4480,525,1114,6119.0,
158500200011,NAVELIM VKSS STY LTD-20 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:50+00:00,282,282,0,0,100.0,277,3,1,281,1,0,0,1,277,3,1,281,1,0,0,1,0,0,0,0.0,4835,55,20,4910.0,4.835,0.055,0.02,4.91,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4835,55,20,4910.0,
158500200012,SURLA KOTHAMBI V.K.S.S. STY LTD.-23 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:51+00:00,512,512,0,0,100.0,481,2,0,483,29,0,0,29,479,2,0,481,28,0,0,28,0,0,0,0.0,9945,30,0,9975.0,9.945,0.03,0,9.975,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,9945,30,0,9975.0,
158500200013,MAHARASTRA  V.K.S.SOCIETY -25 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:51+00:00,369,369,0,0,100.0,280,19,62,361,5,0,3,8,280,19,62,361,5,0,2,7,0,0,0,0.0,5480,390,1201,7071.0,5.48,0.39,1.201,7.071,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5480,390,1201,7071.0,
158500200014,VISHNU RAMCHANDRA PARAB-29 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:52+00:00,402,402,0,0,100.0,387,0,0,387,15,0,0,15,387,0,0,387,15,0,0,15,0,0,0,0.0,8280,0,0,8280.0,8.28,0,0,8.28,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8280,0,0,8280.0,
158500200015,SANTOSH K GADEKAR-30 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:54+00:00,311,311,0,0,100.0,295,2,0,297,14,0,0,14,295,2,0,297,14,0,0,14,0,0,0,0.0,5490,10,0,5500.0,5.49,0.01,0,5.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5490,10,0,5500.0,
158500200016,TUKARAM RAGHOBA GAONKAR-33 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:55+00:00,175,175,0,0,100.0,131,0,0,131,44,0,0,44,131,0,0,131,44,0,0,44,0,0,0,0.0,3850,0,0,3850.0,3.85,0,0,3.85,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3850,0,0,3850.0,
158500200018,SMT. NAFISA IMRAN SHAIKH-35 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:55+00:00,336,336,0,0,100.0,227,2,47,276,52,0,8,60,227,2,47,276,52,0,8,60,0,0,0,0.0,6485,25,1108,7618.0,6.485,0.025,1.108,7.618,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6485,25,1108,7618.0,
158500200019,SHAMBHU VAMAN FADTE-36 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:56+00:00,103,103,0,0,100.0,96,2,2,100,3,0,0,3,96,2,2,100,3,0,0,3,0,0,0,0.0,1605,20,45,1670.0,1.605,0.02,0.045,1.67,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1605,20,45,1670.0,
158500200020,MOHAN GANESH TARI-37 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:57+00:00,293,293,0,0,100.0,289,0,0,289,4,0,0,4,289,0,0,289,4,0,0,4,0,0,0,0.0,5365,0,0,5365.0,5.365,0,0,5.365,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5365,0,0,5365.0,
158500200021,VELGUEM MAH  CONSUMER CO-OP SOCIETY LTD-38 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:57+00:00,374,374,0,0,100.0,366,5,0,371,3,0,0,3,366,5,0,371,3,0,0,3,0,0,0,0.0,6940,100,0,7040.0,6.94,0.1,0,7.04,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,6940,100,0,7040.0,
158500200022,DEEPAK P.N KUMBHARJUVEKAR-40 FPS,NORTH GOA,585,GOA,2026,3,March,2026-08-04T21:38:58+00:00,103,103,0,0,100.0,100,0,0,100,3,0,0,3,100,0,0,100,3,0,0,3,0,0,0,0.0,1790,0,0,1790.0,1.79,0,0,1.79,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1790,0,0,1790.0,
